timestamp,day_of_week,hour,flow_veh_h,occupancy_pct,avg_speed_kmh,weather,incident
2025-09-09T23:00:00,2,23,154,7,60,rain,0
2025-09-10T00:00:00,3,0,164,8,64,clear,0
2025-09-10T01:00:00,3,1,154,7,61,clear,0
2025-09-10T02:00:00,3,2,125,6,62,rain,0
2025-09-10T03:00:00,3,3,122,6,64,rain,0
2025-09-10T04:00:00,3,4,159,7,64,clear,0
2025-09-10T05:00:00,3,5,184,10,59,fog,0
2025-09-10T06:00:00,3,6,477,21,58,clear,0
2025-09-10T07:00:00,3,7,1094,47,43,rain,0
2025-09-10T08:00:00,3,8,1924,82,26,clear,0
2025-09-10T09:00:00,3,9,1825,78,30,rain,0
2025-09-10T10:00:00,3,10,1570,74,33,clear,0
2025-09-10T11:00:00,3,11,990,48,42,clear,0
2025-09-10T12:00:00,3,12,809,36,48,clear,0
2025-09-10T13:00:00,3,13,699,32,49,rain,0
2025-09-10T14:00:00,3,14,665,31,49,rain,0
2025-09-10T15:00:00,3,15,810,33,49,rain,0
2025-09-10T16:00:00,3,16,586,24,27,clear,1
2025-09-10T17:00:00,3,17,1970,92,22,clear,0
2025-09-10T18:00:00,3,18,2335,95,18,clear,0
2025-09-10T19:00:00,3,19,1712,76,29,fog,0
2025-09-10T20:00:00,3,20,407,20,26,fog,1
2025-09-10T21:00:00,3,21,564,25,52,clear,0
2025-09-10T22:00:00,3,22,257,11,59,clear,0
2025-09-10T23:00:00,3,23,158,7,61,clear,0
2025-09-11T00:00:00,4,0,128,6,64,fog,0
2025-09-11T01:00:00,4,1,131,6,59,rain,0
2025-09-11T02:00:00,4,2,126,5,62,fog,0
2025-09-11T03:00:00,4,3,122,5,63,fog,0
2025-09-11T04:00:00,4,4,125,6,65,rain,0
2025-09-11T05:00:00,4,5,203,8,62,clear,0
2025-09-11T06:00:00,4,6,532,25,55,clear,0
2025-09-11T07:00:00,4,7,1124,51,42,clear,0
2025-09-11T08:00:00,4,8,1851,90,22,clear,0
2025-09-11T09:00:00,4,9,728,39,24,rain,1
2025-09-11T10:00:00,4,10,1514,72,32,clear,0
2025-09-11T11:00:00,4,11,782,36,48,fog,0
2025-09-11T12:00:00,4,12,738,39,48,clear,0
2025-09-11T13:00:00,4,13,825,42,44,clear,0
2025-09-11T14:00:00,4,14,893,38,49,clear,0
2025-09-11T15:00:00,4,15,966,43,44,clear,0
2025-09-11T16:00:00,4,16,1398,60,38,clear,0
2025-09-11T17:00:00,4,17,1974,79,31,clear,0
2025-09-11T18:00:00,4,18,2359,95,22,clear,0
2025-09-11T19:00:00,4,19,1795,81,30,rain,0
2025-09-11T20:00:00,4,20,1103,55,39,clear,0
2025-09-11T21:00:00,4,21,388,21,55,fog,0
2025-09-11T22:00:00,4,22,247,10,59,clear,0
2025-09-11T23:00:00,4,23,162,6,63,clear,0
2025-09-12T00:00:00,5,0,124,5,63,rain,0
2025-09-12T01:00:00,5,1,166,7,62,clear,0
2025-09-12T02:00:00,5,2,153,7,64,clear,0
2025-09-12T03:00:00,5,3,167,7,63,clear,0
2025-09-12T04:00:00,5,4,170,8,61,clear,0
2025-09-12T05:00:00,5,5,218,10,61,rain,0
2025-09-12T06:00:00,5,6,556,21,55,clear,0
2025-09-12T07:00:00,5,7,1196,54,42,clear,0
2025-09-12T08:00:00,5,8,1936,94,22,clear,0
2025-09-12T09:00:00,5,9,2071,90,23,clear,0
2025-09-12T10:00:00,5,10,1429,57,38,clear,0
2025-09-12T11:00:00,5,11,987,44,44,clear,0
2025-09-12T12:00:00,5,12,823,36,47,clear,0
2025-09-12T13:00:00,5,13,775,31,49,clear,0
2025-09-12T14:00:00,5,14,808,35,49,clear,0
2025-09-12T15:00:00,5,15,701,36,48,fog,0
2025-09-12T16:00:00,5,16,1432,67,34,clear,0
2025-09-12T17:00:00,5,17,2073,88,29,clear,0
2025-09-12T18:00:00,5,18,2228,95,24,rain,0
2025-09-12T19:00:00,5,19,1494,64,39,fog,0
2025-09-12T20:00:00,5,20,1167,56,37,clear,0
2025-09-12T21:00:00,5,21,425,17,56,fog,0
2025-09-12T22:00:00,5,22,275,13,58,clear,0
2025-09-12T23:00:00,5,23,160,6,62,clear,0
2025-09-13T00:00:00,6,0,129,6,59,rain,0
2025-09-13T01:00:00,6,1,165,8,61,clear,0
2025-09-13T02:00:00,6,2,159,6,61,clear,0
2025-09-13T03:00:00,6,3,134,6,62,rain,0
2025-09-13T04:00:00,6,4,159,7,59,clear,0
2025-09-13T05:00:00,6,5,174,8,62,rain,0
2025-09-13T06:00:00,6,6,368,18,57,clear,0
2025-09-13T07:00:00,6,7,732,31,49,clear,0
2025-09-13T08:00:00,6,8,902,49,43,fog,0
2025-09-13T09:00:00,6,9,1015,48,44,fog,0
2025-09-13T10:00:00,6,10,749,35,49,fog,0
2025-09-13T11:00:00,6,11,616,29,51,clear,0
2025-09-13T12:00:00,6,12,497,23,55,clear,0
2025-09-13T13:00:00,6,13,428,22,53,rain,0
2025-09-13T14:00:00,6,14,443,20,56,rain,0
2025-09-13T15:00:00,6,15,621,29,51,clear,0
2025-09-13T16:00:00,6,16,758,37,46,rain,0
2025-09-13T17:00:00,6,17,1015,48,45,rain,0
2025-09-13T18:00:00,6,18,1394,67,35,clear,0
2025-09-13T19:00:00,6,19,1261,57,37,clear,0
2025-09-13T20:00:00,6,20,775,34,50,clear,0
2025-09-13T21:00:00,6,21,382,18,61,clear,0
2025-09-13T22:00:00,6,22,200,11,60,clear,0
2025-09-13T23:00:00,6,23,167,8,57,clear,0
2025-09-14T00:00:00,0,0,162,7,61,clear,0
2025-09-14T01:00:00,0,1,155,7,63,clear,0
2025-09-14T02:00:00,0,2,153,7,64,clear,0
2025-09-14T03:00:00,0,3,153,6,62,clear,0
2025-09-14T04:00:00,0,4,142,7,65,rain,0
2025-09-14T05:00:00,0,5,184,8,62,rain,0
2025-09-14T06:00:00,0,6,409,19,56,clear,0
2025-09-14T07:00:00,0,7,685,34,48,rain,0
2025-09-14T08:00:00,0,8,1224,46,46,clear,0
2025-09-14T09:00:00,0,9,1136,49,39,rain,0
2025-09-14T10:00:00,0,10,1029,43,47,clear,0
2025-09-14T11:00:00,0,11,647,27,52,clear,0
2025-09-14T12:00:00,0,12,553,26,51,clear,0
2025-09-14T13:00:00,0,13,505,23,55,clear,0
2025-09-14T14:00:00,0,14,446,23,53,fog,0
2025-09-14T15:00:00,0,15,590,24,52,clear,0
2025-09-14T16:00:00,0,16,779,38,48,rain,0
2025-09-14T17:00:00,0,17,1249,48,40,clear,0
2025-09-14T18:00:00,0,18,1516,68,33,clear,0
2025-09-14T19:00:00,0,19,1116,52,40,clear,0
2025-09-14T20:00:00,0,20,679,33,49,clear,0
2025-09-14T21:00:00,0,21,306,13,58,fog,0
2025-09-14T22:00:00,0,22,181,8,61,rain,0
2025-09-14T23:00:00,0,23,159,8,63,clear,0
2025-09-15T00:00:00,1,0,127,5,64,fog,0
2025-09-15T01:00:00,1,1,154,7,60,clear,0
2025-09-15T02:00:00,1,2,118,6,62,fog,0
2025-09-15T03:00:00,1,3,174,8,61,clear,0
2025-09-15T04:00:00,1,4,162,8,61,clear,0
2025-09-15T05:00:00,1,5,239,12,60,clear,0
2025-09-15T06:00:00,1,6,483,22,53,rain,0
2025-09-15T07:00:00,1,7,1043,36,51,fog,0
2025-09-15T08:00:00,1,8,2004,81,29,clear,0
2025-09-15T09:00:00,1,9,1972,95,23,clear,0
2025-09-15T10:00:00,1,10,1433,55,39,rain,0
2025-09-15T11:00:00,1,11,788,39,45,fog,0
2025-09-15T12:00:00,1,12,879,42,44,clear,0
2025-09-15T13:00:00,1,13,987,50,43,clear,0
2025-09-15T14:00:00,1,14,729,33,48,rain,0
2025-09-15T15:00:00,1,15,866,40,44,clear,0
2025-09-15T16:00:00,1,16,1165,62,35,fog,0
2025-09-15T17:00:00,1,17,1857,83,26,clear,0
2025-09-15T18:00:00,1,18,1842,79,28,rain,0
2025-09-15T19:00:00,1,19,1864,85,24,clear,0
2025-09-15T20:00:00,1,20,1128,59,38,clear,0
2025-09-15T21:00:00,1,21,463,18,54,clear,0
2025-09-15T22:00:00,1,22,211,10,60,rain,0
2025-09-15T23:00:00,1,23,131,6,63,fog,0
2025-09-16T00:00:00,2,0,153,6,63,clear,0
2025-09-16T01:00:00,2,1,122,5,64,rain,0
2025-09-16T02:00:00,2,2,157,7,63,clear,0
2025-09-16T03:00:00,2,3,131,6,62,rain,0
2025-09-16T04:00:00,2,4,152,8,62,clear,0
2025-09-16T05:00:00,2,5,255,11,59,clear,0
2025-09-16T06:00:00,2,6,463,21,56,fog,0
2025-09-16T07:00:00,2,7,1126,50,41,clear,0
2025-09-16T08:00:00,2,8,1434,60,38,rain,0
2025-09-16T09:00:00,2,9,1693,79,31,rain,0
2025-09-16T10:00:00,2,10,1472,60,35,clear,0
2025-09-16T11:00:00,2,11,907,44,47,clear,0
2025-09-16T12:00:00,2,12,850,38,49,clear,0
2025-09-16T13:00:00,2,13,679,30,53,fog,0
2025-09-16T14:00:00,2,14,738,35,49,rain,0
2025-09-16T15:00:00,2,15,906,42,46,clear,0
2025-09-16T16:00:00,2,16,1435,66,32,clear,0
2025-09-16T17:00:00,2,17,1847,87,27,rain,0
2025-09-16T18:00:00,2,18,1918,86,24,rain,0
2025-09-16T19:00:00,2,19,1569,78,29,rain,0
2025-09-16T20:00:00,2,20,1114,50,44,clear,0
2025-09-16T21:00:00,2,21,407,22,56,fog,0
2025-09-16T22:00:00,2,22,258,13,59,clear,0
2025-09-16T23:00:00,2,23,159,7,62,rain,0
2025-09-17T00:00:00,3,0,163,8,62,clear,0
2025-09-17T01:00:00,3,1,155,7,64,clear,0
2025-09-17T02:00:00,3,2,165,7,60,clear,0
2025-09-17T03:00:00,3,3,80,3,33,clear,1
2025-09-17T04:00:00,3,4,164,8,60,clear,0
2025-09-17T05:00:00,3,5,175,8,62,fog,0
2025-09-17T06:00:00,3,6,500,25,53,clear,0
2025-09-17T07:00:00,3,7,1300,60,39,clear,0
2025-09-17T08:00:00,3,8,1909,94,23,clear,0
2025-09-17T09:00:00,3,9,2011,79,30,clear,0
2025-09-17T10:00:00,3,10,1642,70,31,clear,0
2025-09-17T11:00:00,3,11,984,48,45,clear,0
2025-09-17T12:00:00,3,12,756,36,49,rain,0
2025-09-17T13:00:00,3,13,762,35,49,fog,0
2025-09-17T14:00:00,3,14,848,39,46,clear,0
2025-09-17T15:00:00,3,15,1001,45,49,clear,0
2025-09-17T16:00:00,3,16,1408,73,31,clear,0
2025-09-17T17:00:00,3,17,1968,92,22,clear,0
2025-09-17T18:00:00,3,18,2270,95,20,clear,0
2025-09-17T19:00:00,3,19,2019,86,25,clear,0
2025-09-17T20:00:00,3,20,1048,51,40,clear,0
2025-09-17T21:00:00,3,21,524,23,53,clear,0
2025-09-17T22:00:00,3,22,203,9,61,rain,0
2025-09-17T23:00:00,3,23,150,6,62,rain,0
2025-09-18T00:00:00,4,0,137,6,61,rain,0
2025-09-18T01:00:00,4,1,143,6,65,rain,0
2025-09-18T02:00:00,4,2,147,6,62,clear,0
2025-09-18T03:00:00,4,3,118,6,64,fog,0
2025-09-18T04:00:00,4,4,117,5,65,fog,0
2025-09-18T05:00:00,4,5,221,10,62,clear,0
2025-09-18T06:00:00,4,6,485,23,57,rain,0
2025-09-18T07:00:00,4,7,1250,55,42,clear,0
2025-09-18T08:00:00,4,8,1741,75,33,rain,0
2025-09-18T09:00:00,4,9,1660,72,35,rain,0
2025-09-18T10:00:00,4,10,1432,72,31,clear,0
2025-09-18T11:00:00,4,11,877,42,45,clear,0
2025-09-18T12:00:00,4,12,680,35,50,fog,0
2025-09-18T13:00:00,4,13,696,29,50,rain,0
2025-09-18T14:00:00,4,14,886,37,48,clear,0
2025-09-18T15:00:00,4,15,829,36,47,rain,0
2025-09-18T16:00:00,4,16,1008,43,45,fog,0
2025-09-18T17:00:00,4,17,2057,95,21,clear,0
2025-09-18T18:00:00,4,18,2070,86,26,rain,0
2025-09-18T19:00:00,4,19,1645,73,31,rain,0
2025-09-18T20:00:00,4,20,1080,43,46,clear,0
2025-09-18T21:00:00,4,21,540,26,53,clear,0
2025-09-18T22:00:00,4,22,216,10,61,fog,0
2025-09-18T23:00:00,4,23,144,8,63,fog,0
2025-09-19T00:00:00,5,0,162,8,61,clear,0
2025-09-19T01:00:00,5,1,154,8,63,clear,0
2025-09-19T02:00:00,5,2,157,8,62,clear,0
2025-09-19T03:00:00,5,3,137,6,64,rain,0
2025-09-19T04:00:00,5,4,159,8,61,rain,0
2025-09-19T05:00:00,5,5,254,12,55,clear,0
2025-09-19T06:00:00,5,6,544,24,56,clear,0
2025-09-19T07:00:00,5,7,1275,60,39,clear,0
2025-09-19T08:00:00,5,8,2033,90,21,clear,0
2025-09-19T09:00:00,5,9,1983,80,27,clear,0
2025-09-19T10:00:00,5,10,1248,53,39,rain,0
2025-09-19T11:00:00,5,11,931,44,46,rain,0
2025-09-19T12:00:00,5,12,705,31,49,rain,0
2025-09-19T13:00:00,5,13,759,34,50,clear,0
2025-09-19T14:00:00,5,14,711,33,47,rain,0
2025-09-19T15:00:00,5,15,869,43,44,clear,0
2025-09-19T16:00:00,5,16,1149,48,41,rain,0
2025-09-19T17:00:00,5,17,1505,66,33,fog,0
2025-09-19T18:00:00,5,18,2352,95,21,clear,0
2025-09-19T19:00:00,5,19,1868,85,26,clear,0
2025-09-19T20:00:00,5,20,1062,48,43,clear,0
2025-09-19T21:00:00,5,21,507,24,52,clear,0
2025-09-19T22:00:00,5,22,264,14,59,clear,0
2025-09-19T23:00:00,5,23,116,6,60,rain,0
2025-09-20T00:00:00,6,0,158,7,62,clear,0
2025-09-20T01:00:00,6,1,153,8,64,clear,0
2025-09-20T02:00:00,6,2,161,8,61,clear,0
2025-09-20T03:00:00,6,3,125,6,62,rain,0
2025-09-20T04:00:00,6,4,131,6,61,fog,0
2025-09-20T05:00:00,6,5,170,7,61,rain,0
2025-09-20T06:00:00,6,6,339,16,58,clear,0
2025-09-20T07:00:00,6,7,769,37,48,clear,0
2025-09-20T08:00:00,6,8,1091,50,43,rain,0
2025-09-20T09:00:00,6,9,1296,59,37,clear,0
2025-09-20T10:00:00,6,10,824,36,46,rain,0
2025-09-20T11:00:00,6,11,319,13,30,clear,1
2025-09-20T12:00:00,6,12,565,30,50,clear,0
2025-09-20T13:00:00,6,13,542,26,51,clear,0
2025-09-20T14:00:00,6,14,572,25,54,clear,0
2025-09-20T15:00:00,6,15,628,25,52,clear,0
2025-09-20T16:00:00,6,16,935,47,43,clear,0
2025-09-20T17:00:00,6,17,1220,58,36,rain,0
2025-09-20T18:00:00,6,18,1118,53,40,fog,0
2025-09-20T19:00:00,6,19,1026,50,43,rain,0
2025-09-20T20:00:00,6,20,789,34,49,clear,0
2025-09-20T21:00:00,6,21,365,16,57,clear,0
2025-09-20T22:00:00,6,22,214,10,60,clear,0
2025-09-20T23:00:00,6,23,188,9,59,clear,0
2025-09-21T00:00:00,0,0,170,7,63,clear,0
2025-09-21T01:00:00,0,1,148,7,62,clear,0
2025-09-21T02:00:00,0,2,162,7,60,clear,0
2025-09-21T03:00:00,0,3,121,5,62,rain,0
2025-09-21T04:00:00,0,4,158,7,63,clear,0
2025-09-21T05:00:00,0,5,208,9,61,clear,0
2025-09-21T06:00:00,0,6,295,13,61,rain,0
2025-09-21T07:00:00,0,7,829,40,49,clear,0
2025-09-21T08:00:00,0,8,1252,54,39,clear,0
2025-09-21T09:00:00,0,9,1378,63,38,clear,0
2025-09-21T10:00:00,0,10,893,39,46,clear,0
